    n, insertion_cmp, insertion_swaps, insertion_time, bubble_cmp, bubble_swaps, bubble_time
  123,          4304,            4190,             15,       7503,         4190,           0
  124,          4321,            4206,              0,       7626,         4206,           0
  125,          4352,            4236,             17,       7750,         4236,           0
  126,          4463,            4346,              0,       7875,         4346,           0
  127,          4564,            4446,             14,       8001,         4446,           0
  128,          4623,            4504,              0,       8128,         4504,           0
  129,          4704,            4584,             15,       8256,         4584,           5
  130,          4824,            4703,              0,       8385,         4703,           0
  131,          4943,            4821,             11,       8515,         4821,           0
  132,          5008,            4885,              0,       8646,         4885,          15
  133,          5087,            4963,              0,       8778,         4963,           0
  134,          5209,            5084,              0,       8911,         5084,          15
  135,          5260,            5134,              0,       9045,         5134,           0
  136,          5282,            5155,             15,       9180,         5155,           0
  137,          5331,            5203,              0,       9316,         5203,           0
  138,          5419,            5290,             15,       9453,         5290,           0
  139,          5421,            5291,              0,       9591,         5291,          15
  140,          5493,            5362,              0,       9730,         5362,           0
  141,          5576,            5444,             11,       9870,         5444,           5
  142,          5714,            5581,              0,      10011,         5581,           0
  143,          5848,            5714,             15,      10153,         5714,           0
  144,          5895,            5760,              0,      10296,         5760,          15
  145,          5993,            5857,              0,      10440,         5857,           0
  146,          6126,            5989,             15,      10585,         5989,           0
  147,          6234,            6096,              0,      10731,         6096,          15
  148,          6305,            6166,              0,      10878,         6166,           0
  149,          6426,            6286,             15,      11026,         6286,           0
  150,          6456,            6315,              0,      11175,         6315,          17
  151,          6597,            6455,              1,      11325,         6455,           0
  152,          6637,            6494,             13,      11476,         6494,           6
  153,          6753,            6609,              9,      11628,         6609,           9
  154,          6786,            6641,             12,      11781,         6641,          11
  155,          6831,            6685,              0,      11935,         6685,          13
  156,          6932,            6785,              3,      12090,         6785,           0
  157,          6942,            6794,             14,      12246,         6794,           3
  158,          7034,            6885,              9,      12403,         6885,           8
  159,          7080,            6930,              0,      12561,         6930,          13
  160,          7164,            7013,              0,      12720,         7013,          13
  161,          7184,            7032,              2,      12880,         7032,           0
  162,          7212,            7059,             14,      13041,         7059,           0
  163,          7370,            7216,             15,      13203,         7216,           0
  164,          7450,            7295,              0,      13366,         7295,          22
  165,          7518,            7362,              0,      13530,         7362,           9
  166,          7531,            7374,              0,      13695,         7374,          15
  167,          7665,            7507,              0,      13861,         7507,          15
  168,          7706,            7547,              0,      14028,         7547,           0
  169,          7869,            7709,             15,      14196,         7709,           0
  170,          8020,            7859,             15,      14365,         7859,           0
  171,          8059,            7897,             15,      14535,         7897,           0
  172,          8230,            8067,             13,      14706,         8067,           3
  173,          8277,            8113,              0,      14878,         8113,          15
  174,          8284,            8119,              0,      15051,         8119,          15
  175,          8424,            8258,              0,      15225,         8258,          15
  176,          8540,            8373,              0,      15400,         8373,          18
  177,          8671,            8503,              0,      15576,         8503,          13
  178,          8716,            8547,              0,      15753,         8547,          15
  179,          8880,            8710,              3,      15931,         8710,          13
  180,          8931,            8760,              0,      16110,         8760,          15
  181,          9031,            8859,              0,      16290,         8859,          15
  182,          9080,            8907,              0,      16471,         8907,          15
  183,          9160,            8986,              0,      16653,         8986,          15
  184,          9288,            9113,              0,      16836,         9113,          15
  185,          9450,            9274,              9,      17020,         9274,           7
  186,          9606,            9429,              0,      17205,         9429,          15
  187,          9741,            9563,              0,      17391,         9563,          15
  188,          9829,            9650,              0,      17578,         9650,          15
  189,          9859,            9679,             15,      17766,         9679,           0
  190,         10010,            9829,             15,      17955,         9829,          15
  191,         10168,            9986,              1,      18145,         9986,          15
  192,         10315,           10132,              0,      18336,        10132,          15
  193,         10352,           10168,              0,      18528,        10168,          15
  194,         10534,           10349,              0,      18721,        10349,          15
  195,         10612,           10426,             17,      18915,        10426,           0
  196,         10798,           10611,             16,      19110,        10611,           3
  197,         10805,           10617,             11,      19306,        10617,          15
  198,         10912,           10723,              0,      19503,        10723,          15
  199,         11104,           10914,              0,      19701,        10914,          15
  200,         11188,           10997,             15,      19900,        10997,           0
  201,         11295,           11103,             15,      20100,        11103,          16
  202,         11493,           11300,              0,      20301,        11300,          15
  203,         11670,           11476,             15,      20503,        11476,           0
  204,         11773,           11578,             15,      20706,        11578,          15
  205,         11853,           11657,              0,      20910,        11657,          15
  206,         12038,           11841,             15,      21115,        11841,           1
  207,         12240,           12042,             14,      21321,        12042,          15
  208,         12431,           12232,              0,      21528,        12232,          15
  209,         12616,           12416,             15,      21736,        12416,           0
  210,         12629,           12428,             15,      21945,        12428,          15
  211,         12811,           12609,              7,      22155,        12609,           8
  212,         12986,           12783,             15,      22366,        12783,          15
  213,         13085,           12881,              0,      22578,        12881,          15
  214,         13298,           13094,             15,      22791,        13094,          15
  215,         13479,           13274,              0,      23005,        13274,          16
  216,         13501,           13295,             17,      23220,        13295,          14
  217,         13520,           13313,             10,      23436,        13313,           6
  218,         13658,           13450,             15,      23653,        13450,          15
  219,         13828,           13619,              0,      23871,        13619,          29
  220,         13979,           13769,             12,      24090,        13769,           5
  221,         13996,           13785,             15,      24310,        13785,          15
  222,         14186,           13974,              0,      24531,        13974,          17
  223,         14331,           14118,             23,      24753,        14118,           7
  224,         14450,           14236,             15,      24976,        14236,          15
  225,         14556,           14341,              0,      25200,        14341,          15
  226,         14579,           14363,             18,      25425,        14363,          13
  227,         14687,           14470,             16,      25651,        14470,          15
  228,         14875,           14657,              0,      25878,        14657,          15
  229,         15096,           14877,             15,      26106,        14877,          15
  230,         15106,           14886,             17,      26335,        14886,          14
  231,         15206,           14985,              4,      26565,        14985,          11
  232,         15281,           15059,             15,      26796,        15059,          15
  233,         15335,           15112,             15,      27028,        15112,          15
  234,         15443,           15219,             15,      27261,        15219,          16
  235,         15531,           15306,              0,      27495,        15306,          15
  236,         15572,           15346,             15,      27730,        15346,          15
  237,         15760,           15533,             15,      27966,        15533,          15
  238,         15811,           15583,              0,      28203,        15583,          16
  239,         16049,           15821,             15,      28441,        15821,          15
  240,         16220,           15991,             15,      28680,        15991,          15
