      n, insertion_cmp, insertion_swaps, insertion_time, bubble_cmp, bubble_swaps, bubble_time
    555,         75871,           75323,             48,     153735,        75323,          93
    556,         76047,           75498,             47,     154290,        75498,          97
    557,         76228,           75678,             53,     154846,        75678,          84
    558,         76678,           76127,             63,     155403,        76127,          78
    559,         77169,           76617,             62,     155961,        76617,          78
    560,         77301,           76748,             63,     156520,        76748,          78
    561,         77541,           76987,             64,     157080,        76987,          93
    562,         77762,           77207,             48,     157641,        77207,          93
    563,         77886,           77330,             47,     158203,        77330,          95
    564,         78101,           77544,             47,     158766,        77544,          91
    565,         78278,           77720,             63,     159330,        77720,          80
    566,         78436,           77877,             60,     159895,        77877,          79
    567,         78590,           78030,             62,     160461,        78030,          78
    568,         78826,           78265,             62,     161028,        78265,          78
    569,         78851,           78289,             62,     161596,        78289,          94
    570,         79108,           78545,             63,     162165,        78545,          82
    571,         79220,           78656,             58,     162735,        78656,          81
    572,         79595,           79030,             62,     163306,        79030,          92
    573,         79707,           79141,             47,     163878,        79141,          98
    574,         79751,           79184,             58,     164451,        79184,          78
    575,         79849,           79281,             63,     165025,        79281,          94
    576,         79879,           79310,             47,     165600,        79310,          95
    577,         80240,           79670,             62,     166176,        79670,          92
    578,         80423,           79852,             62,     166753,        79852,          78
    579,         80486,           79914,             66,     167331,        79914,          90
    580,         80537,           79964,             62,     167910,        79964,          78
    581,         80802,           80228,             68,     168490,        80228,          92
    582,         81247,           80672,             57,     169071,        80672,          78
    583,         81761,           81185,             71,     169653,        81185,          85
    584,         82195,           81618,             62,     170236,        81618,          94
    585,         82340,           81762,             62,     170820,        81762,          95
    586,         82780,           82201,             62,     171405,        82201,          80
    587,         83023,           82443,             68,     171991,        82443,          89
    588,         83027,           82446,             60,     172578,        82446,          94
    589,         83307,           82725,             64,     173166,        82725,          98
    590,         83719,           83136,             90,     173755,        83136,         111
    591,         83865,           83281,             80,           ,             ,            
    592,         84366,           83781,             62,           ,             ,            
    593,         84745,           84159,             79,           ,             ,            
    594,         84798,           84211,             78,           ,             ,            
    595,         85330,           84742,             80,           ,             ,            
    596,         85784,           85195,             59,           ,             ,            
    597,         86247,           85657,             62,           ,             ,            
    598,         86284,           85693,             79,           ,             ,            
    599,         86518,           85926,             62,           ,             ,            
    600,         86731,           86138,             63,           ,             ,            
    601,         87017,           86423,             62,           ,             ,            
    602,         87095,           86500,             62,           ,             ,            
    603,         87218,           86622,             78,           ,             ,            
    604,         87443,           86846,             78,           ,             ,            
    605,         87862,           87264,             62,           ,             ,            
    606,         88126,           87527,             78,           ,             ,            
    607,         88257,           87657,             80,           ,             ,            
    608,         88741,           88140,             68,           ,             ,            
    609,         89040,           88438,             72,           ,             ,            
    610,         89271,           88668,             78,           ,             ,            
    611,         89374,           88770,             77,           ,             ,            
    612,         89612,           89007,             78,           ,             ,            
    613,         89993,           89387,             62,           ,             ,            
