    n, heap_cmp, heap_swaps, heap_time, merge_cmp, merge_swaps, merge_time
  353,     4861,       2664,         0,      2544,           0,          0
  354,     4897,       2684,         0,      2559,           0,          0
  355,     4926,       2712,         0,      2572,           0,          0
  356,     4930,       2703,        15,      2590,           0,          0
  357,     4944,       2716,         0,      2598,           0,          0
  358,     4972,       2726,        11,      2607,           0,          0
  359,     4987,       2735,         4,      2619,           0,          0
  360,     5010,       2744,         0,      2632,           0,          0
  361,     5027,       2762,         0,      2633,           0,          0
  362,     5027,       2752,        15,      2647,           0,          0
  363,     5042,       2754,         0,      2651,           0,          0
  364,     5065,       2777,         0,      2659,           0,          0
  365,     5077,       2785,        15,      2668,           0,          0
  366,     5111,       2810,         0,      2675,           0,          0
  367,     5131,       2815,         0,      2683,           0,          0
  368,     5146,       2827,         0,      2686,           0,         15
  369,     5150,       2823,         0,      2693,           0,          0
  370,     5157,       2828,         0,      2713,           0,          0
  371,     5192,       2846,         0,      2728,           0,         15
  372,     5212,       2867,         0,      2719,           0,          0
  373,     5206,       2855,         0,      2724,           0,          0
  374,     5228,       2872,         0,      2737,           0,         15
  375,     5251,       2890,         0,      2748,           0,          0
  376,     5262,       2885,         0,      2753,           0,          0
  377,     5287,       2913,         0,      2767,           0,         15
  378,     5303,       2903,         2,      2772,           0,          0
  379,     5310,       2914,         0,      2772,           0,          0
  380,     5322,       2905,         0,      2792,           0,         14
  381,     5345,       2933,         0,      2796,           0,          0
  382,     5344,       2916,         0,      2805,           0,          0
  383,     5387,       2958,        15,      2815,           0,          0
  384,     5381,       2948,         0,      2825,           0,          0
  385,     5433,       2982,         0,      2834,           0,          0
  386,     5440,       2987,        14,      2842,           0,          0
  387,     5432,       2974,         0,      2856,           0,          0
  388,     5458,       2983,         0,      2873,           0,          0
  389,     5494,       3019,        15,      2875,           0,          0
  390,     5509,       3021,         0,      2896,           0,          0
  391,     5517,       3022,         0,      2919,           0,         15
  392,     5556,       3039,         0,      2894,           0,          0
  393,     5567,       3052,         0,      2904,           0,          0
  394,     5562,       3055,         0,      2923,           0,         15
  395,     5584,       3063,         0,      2931,           0,          0
  396,     5599,       3069,         7,      2936,           0,          0
  397,     5632,       3087,         8,      2949,           0,          0
  398,     5622,       3071,         0,      2951,           0,          0
  399,     5637,       3086,         0,      2963,           0,          0
  400,     5684,       3113,        15,      2981,           0,          0
  401,     5699,       3120,         0,      2991,           0,          0
  402,     5699,       3117,         0,      2991,           0,          0
  403,     5722,       3127,        17,      3006,           0,          0
  404,     5733,       3144,         0,      3019,           0,          0
  405,     5760,       3153,         0,      3028,           0,          0
  406,     5787,       3164,        14,      3024,           0,          0
  407,     5795,       3174,         0,      3029,           0,          0
  408,     5808,       3177,         0,      3036,           0,         15
  409,     5825,       3196,         0,      3055,           0,          0
  410,     5839,       3200,         0,      3053,           0,          0
  411,     5847,       3194,        15,      3061,           0,          0
  412,     5893,       3231,         0,      3086,           0,          0
  413,     5905,       3238,         0,      3088,           0,         13
  414,     5924,       3249,         3,      3077,           0,          0
  415,     5922,       3251,         0,      3086,           0,          0
  416,     5935,       3247,         0,      3124,           0,         15
  417,     5968,       3277,         0,      3133,           0,          0
  418,     5999,       3290,         0,      3130,           0,          0
  419,     6037,       3316,        15,      3139,           0,          0
  420,     6035,       3299,         0,      3167,           0,          0
  421,     6060,       3323,         0,      3169,           0,          0
  422,     6075,       3331,        15,      3170,           0,          0
  423,     6084,       3344,         0,      3194,           0,          0
  424,     6121,       3358,         0,      3185,           0,         15
  425,     6137,       3374,         0,      3189,           0,          0
  426,     6136,       3372,         0,      3197,           0,          0
  427,     6162,       3379,        15,      3205,           0,          0
  428,     6174,       3391,         0,      3229,           0,          0
  429,     6182,       3391,         0,      3239,           0,         15
  430,     6218,       3415,         3,      3249,           0,          0
  431,     6223,       3415,         0,      3256,           0,          0
  432,     6241,       3432,        12,      3255,           0,          0
  433,     6280,       3452,         0,      3262,           0,          0
  434,     6293,       3461,         0,      3277,           0,         15
  435,     6304,       3457,         0,      3281,           0,          0
  436,     6342,       3482,         0,      3283,           0,          0
  437,     6349,       3491,        15,      3300,           0,          0
  438,     6364,       3501,         0,      3311,           0,          0
  439,     6394,       3507,         0,      3317,           0,         15
  440,     6401,       3523,         2,      3318,           0,          0
  441,     6419,       3533,         0,      3331,           0,          0
  442,     6422,       3527,        13,      3344,           0,          0
  443,     6450,       3541,         0,      3356,           0,          0
  444,     6474,       3548,         0,      3359,           0,         15
  445,     6457,       3525,         0,      3372,           0,          0
  446,     6505,       3575,         9,      3385,           0,          0
  447,     6506,       3575,         6,      3386,           0,          0
  448,     6525,       3577,         0,      3410,           0,          0
  449,     6552,       3589,         0,      3418,           0,         15
  450,     6571,       3597,         0,      3423,           0,          0
  451,     6571,       3595,         0,      3427,           0,          0
  452,     6594,       3612,        15,      3437,           0,          0
  453,     6621,       3644,         0,      3446,           0,          0
  454,     6628,       3635,        15,      3461,           0,          0
  455,     6643,       3651,         0,      3465,           0,          0
  456,     6669,       3666,         0,      3472,           0,         15
  457,     6690,       3658,         0,      3483,           0,          0
  458,     6699,       3676,         0,      3480,           0,          0
  459,     6718,       3691,        15,      3500,           0,          0
  460,     6751,       3701,         0,      3520,           0,          0
  461,     6757,       3703,         0,      3532,           0,          0
  462,     6779,       3695,         0,      3532,           0,          0
  463,     6796,       3722,         0,      3539,           0,         15
  464,     6817,       3731,         0,      3540,           0,          0
  465,     6837,       3745,         0,      3553,           0,          0
  466,     6838,       3743,        15,      3552,           0,          0
  467,     6857,       3754,         0,      3563,           0,          0
  468,     6877,       3764,        15,      3588,           0,          0
  469,     6897,       3779,         0,      3604,           0,          0
  470,     6913,       3782,         0,      3598,           0,         15
  471,     6937,       3803,         0,      3603,           0,          0
  472,     6933,       3785,         0,      3603,           0,          0
  473,     6976,       3812,        15,      3611,           0,          0
  474,     6993,       3840,         0,      3621,           0,         15
  475,     6990,       3838,         0,      3641,           0,          0
  476,     7007,       3840,         0,      3639,           0,          9
  477,     7044,       3857,         0,      3654,           0,          0
  478,     7037,       3856,         0,      3663,           0,         15
  479,     7056,       3859,         0,      3664,           0,          0
  480,     7088,       3876,         0,      3697,           0,          0
  481,     7087,       3880,        15,      3704,           0,          0
  482,     7115,       3898,         0,      3697,           0,          0
  483,     7132,       3903,        15,      3712,           0,          0
  484,     7144,       3909,         0,      3724,           0,          0
  485,     7170,       3931,        15,      3734,           0,          0
  486,     7192,       3933,         0,      3730,           0,          0
  487,     7207,       3952,         0,      3748,           0,          0
  488,     7231,       3962,         0,      3755,           0,          0
  489,     7242,       3971,        12,      3759,           0,          3
  490,     7245,       3960,         0,      3772,           0,          7
  491,     7275,       3981,         0,      3783,           0,          0
  492,     7294,       3985,         0,      3799,           0,          0
  493,     7292,       3996,         0,      3796,           0,          0
  494,     7324,       4005,        15,      3821,           0,          0
  495,     7338,       4003,         0,      3824,           0,          0
  496,     7354,       4016,        15,      3822,           0,          0
  497,     7370,       4028,         0,      3829,           0,          0
  498,     7370,       4032,        15,      3829,           0,          0
  499,     7413,       4050,         0,      3837,           0,          0
  500,     7419,       4054,        15,      3871,           0,          0
  501,     7448,       4077,         0,      3879,           0,          0
  502,     7467,       4085,        15,      3878,           0,          2
  503,     7485,       4085,         0,      3889,           0,          0
  504,     7498,       4113,        13,      3921,           0,          0
  505,     7519,       4112,         0,      3929,           0,          0
  506,     7521,       4110,         0,      3920,           0,         15
  507,     7574,       4145,         0,      3918,           0,          0
  508,     7575,       4146,         0,      3934,           0,          0
  509,     7576,       4141,         0,      3946,           0,          0
  510,     7602,       4158,         0,      3952,           0,         15
  511,     7613,       4157,         0,      3960,           0,          0
  512,     7625,       4165,         0,      3974,           0,         15
  513,     7652,       4184,         0,      3983,           0,          0
  514,     7642,       4175,         0,      3994,           0,         15
  515,     7684,       4207,         4,      4003,           0,          3
  516,     7705,       4206,         2,      4009,           0,          4
  517,     7730,       4221,         0,      4018,           0,          8
  518,     7733,       4239,         0,      4033,           0,          6
  519,     7760,       4249,         1,      4039,           0,          0
  520,     7767,       4244,        11,      4042,           0,          0
  521,     7808,       4270,         2,      4049,           0,          0
  522,     7815,       4257,         5,      4063,           0,          6
  523,     7827,       4275,         1,      4075,           0,          5
  524,     7840,       4279,         0,      4080,           0,          6
  525,     7874,       4297,         6,      4089,           0,          0
  526,     7875,       4304,         5,      4107,           0,          0
  527,     7909,       4313,         6,      4091,           0,          0
  528,     7929,       4340,         0,      4117,           0,         13
  529,     7940,       4336,         2,      4124,           0,          0
  530,     7959,       4349,         0,      4147,           0,          0
  531,     7973,       4364,        15,      4155,           0,          0
  532,     7993,       4364,         0,      4160,           0,         15
  533,     8035,       4384,         0,      4173,           0,          0
  534,     8040,       4383,        15,      4193,           0,          0
  535,     8077,       4412,         0,      4195,           0,          0
  536,     8081,       4393,        15,      4197,           0,          0
  537,     8108,       4434,         0,      4203,           0,          0
  538,     8122,       4413,        15,      4214,           0,          0
  539,     8137,       4443,         0,      4224,           0,          0
  540,     8137,       4447,        15,      4237,           0,          4
  541,     8169,       4447,         0,      4237,           0,          0
  542,     8191,       4476,        12,      4254,           0,          0
  543,     8203,       4482,         0,      4256,           0,          0
  544,     8234,       4488,        15,      4263,           0,          0
  545,     8239,       4494,         0,      4274,           0,          0
  546,     8282,       4530,        15,      4285,           0,          0
  547,     8277,       4516,         0,      4289,           0,         15
  548,     8283,       4527,         0,      4301,           0,          0
  549,     8319,       4541,         0,      4304,           0,         15
  550,     8337,       4540,         0,      4322,           0,          0
  551,     8333,       4545,         0,      4331,           0,         15
  552,     8364,       4559,         0,      4356,           0,          0
  553,     8374,       4576,         0,      4363,           0,          6
  554,     8416,       4589,         0,      4367,           0,          0
  555,     8422,       4602,         0,      4370,           0,         15
  556,     8431,       4600,         0,      4370,           0,          0
  557,     8429,       4592,        15,      4372,           0,          0
  558,     8469,       4611,         0,      4390,           0,          0
  559,     8487,       4624,        15,      4414,           0,          0
  560,     8530,       4647,         0,      4426,           0,          0
  561,     8525,       4639,        15,      4436,           0,          0
  562,     8542,       4669,         0,      4442,           0,          0
  563,     8592,       4691,        15,      4457,           0,          0
  564,     8568,       4682,         0,      4457,           0,          0
  565,     8609,       4684,        16,      4462,           0,          0
  566,     8624,       4715,         0,      4476,           0,          0
  567,     8642,       4711,        15,      4483,           0,          0
  568,     8656,       4721,         0,      4502,           0,         15
  569,     8675,       4735,         0,      4509,           0,          0
  570,     8706,       4746,         0,      4537,           0,         15
  571,     8694,       4738,         0,      4537,           0,          0
  572,     8720,       4750,         0,      4544,           0,         15
  573,     8739,       4767,         0,      4548,           0,          0
  574,     8757,       4773,        15,      4559,           0,          0
  575,     8778,       4789,         0,      4561,           0,          0
  576,     8780,       4783,        15,      4569,           0,          0
  577,     8840,       4817,         6,      4581,           0,          0
  578,     8857,       4821,        11,      4582,           0,          0
  579,     8849,       4832,         0,      4591,           0,          0
  580,     8857,       4836,        14,      4611,           0,          0
  581,     8907,       4854,         0,      4620,           0,         15
  582,     8911,       4848,         0,      4635,           0,          0
  583,     8920,       4854,         0,      4642,           0,         15
  584,     8946,       4877,         3,      4661,           0,          0
  585,     8964,       4891,        12,      4668,           0,          0
  586,     8974,       4894,         0,      4680,           0,          0
  587,     9001,       4897,        15,      4684,           0,          0
  588,     9039,       4923,         0,      4679,           0,          0
  589,     9045,       4906,         4,      4681,           0,          0
  590,     9069,       4944,         0,      4708,           0,         15
  591,     9080,       4939,         0,      4710,           0,          0
