     n, heap_cmp, heap_swaps, heap_time, merge_cmp, merge_swaps, merge_time
  4860,   108475,      58705,        62,     30174,           0,         15
  4861,   108502,      58720,        62,     30186,           0,         15
  4862,   108531,      58746,        46,     30128,           0,         31
  4863,   108557,      58749,        50,     30146,           0,         20
  4864,   108576,      58760,        55,     30189,           0,         15
  4865,   108603,      58789,        62,     30193,           0,         15
  4866,   108634,      58801,        46,     30156,           0,         31
  4867,   108656,      58809,        47,     30174,           0,         15
  4868,   108682,      58814,        62,     30162,           0,         17
  4869,   108717,      58832,        61,     30171,           0,         16
  4870,   108738,      58843,        52,     30191,           0,         25
  4871,   108764,      58864,        47,     30191,           0,         15
  4872,   108781,      58877,        62,     30227,           0,         19
  4873,   108810,      58892,        59,     30224,           0,         18
  4874,   108827,      58904,        59,     30215,           0,         16
  4875,   108860,      58919,        46,     30222,           0,         31
  4876,   108882,      58936,        47,     30263,           0,         28
  4877,   108909,      58949,        50,     30261,           0,         13
  4878,   108935,      58963,        62,     30257,           0,         16
  4879,   108965,      58969,        46,     30274,           0,         15
  4880,   108991,      58977,        47,     30280,           0,         31
  4881,   109020,      58997,        47,     30289,           0,         15
  4882,   109041,      59019,        62,     30268,           0,         16
  4883,   109068,      59029,        62,     30276,           0,         20
  4884,   109097,      59050,        42,     30289,           0,         15
  4885,   109118,      59062,        47,     30297,           0,         15
  4886,   109143,      59075,        46,     30347,           0,         16
  4887,   109179,      59085,        62,     30324,           0,         15
  4888,   109193,      59092,        63,     30271,           0,         15
  4889,   109229,      59110,        47,     30278,           0,         31
  4890,   109256,      59126,        57,     30308,           0,         13
  4891,   109281,      59140,        47,     30332,           0,         15
  4892,   109307,      59161,        62,     30340,           0,         15
  4893,   109322,      59157,        47,     30329,           0,         15
  4894,   109345,      59180,        46,     30288,           0,         31
  4895,   109375,      59192,        46,     30295,           0,         15
  4896,   109395,      59206,        62,     30355,           0,         15
  4897,   109425,      59221,        63,     30353,           0,         17
  4898,   109457,      59230,        45,     30381,           0,         16
  4899,   109475,      59242,        50,     30374,           0,         28
  4900,   109507,      59269,        47,     30387,           0,         15
  4901,   109529,      59279,        62,     30389,           0,         15
  4902,   109553,      59287,        63,     30360,           0,         14
  4903,   109585,      59308,        62,     30408,           0,         18
  4904,   109610,      59314,        40,     30424,           0,         31
  4905,   109637,      59324,        47,     30431,           0,         15
  4906,   109662,      59341,        49,     30428,           0,         13
  4907,   109688,      59361,        62,     30412,           0,         15
  4908,   109705,      59371,        38,     30427,           0,         15
  4909,   109734,      59385,        47,     30457,           0,         31
